label	text
spam	【重要通知】您的账户已获得1000美元奖励！点击链接立即领取：http://tinyurl.com/goldmine（每日限领3次）  本邮件含3个推广链接，点击后自动跳转至投资平台。
spam	尊敬的用户您好！我们正在开展年终促销活动，点击下方链接即可免费领取价值500元的电子购物券！<a href='http://www.fakelink123.com'>立即领取</a>（活动仅限今日24点前有效）。同时您还可以参与抽奖获得额外奖励：<a href='http://www.fakelink456.com'>点击参与</a>。祝您购物愉快！
normal	各位同事好，以下是第三季度项目关键节点完成情况：1.需求分析完成度100% 2.原型设计已通过评审 3.开发进度达65% 请于3月5日前反馈意见。附件为详细甘特图。
spam	尊敬的用户您好！您已获得由【财富宝】平台发放的88888元现金红包，请立即点击下方链接完成领取（链接：https://example.com/claim?code=XYZ123），本活动仅限24小时内有效。若未及时领取将视为放弃，特此通知！
spam	【重要通知】您已被选中参与苹果公司周年庆活动！点击链接立即领取价值5999元iPhone 15（http://shortened.com iPhone15），活动仅剩最后12小时！本邮件含3张验证码图片，未点击链接将自动扣款500元至您的银行账户。
spam	恭喜您成为幸运用户！点击下方链接领取专属奖金：https://tinyurl.com/xxxxxxx。本活动仅限24小时，错过不再有！
normal	各位同事： 第三季度项目已完成需求分析阶段，技术团队已确认接口文档版本3.2。附件为最新甘特图，请于11月20日前反馈意见。  会议安排：12月5日14:00 在A会议室进行原型评审。
normal	各位同事请注意，2023年度第三季度项目进度汇报会议将于2023年12月20日（周三）14:00-16:00在A栋3楼会议室召开。会议议程如下：1. 各部门Q3业绩总结 2. 2024年Q1目标规划 3. 跨部门协作流程优化。请携带最新项目资料准时参会，会议材料请于12月18日前提交至项目组邮箱。
normal	各位同事好，附件为2024年第一季度项目进度报告，重点更新如下： 1. A项目完成度达85%（原计划80%） 2. B项目因供应商延迟需延期2周 3. C项目预算已通过财务审批 请于本周五下班前反馈修改意见至邮箱。
normal	各位同事好，以下是第三季度项目关键节点完成情况： 1. 需求分析文档已通过评审（附文档链接） 2. 开发团队完成接口联调（测试报告见附件） 3. 下一步计划：12月15日前完成压力测试 请各小组于本周五17:00前反馈修改意见。
normal	各位同事，附件为第三季度项目执行报告，重点包括：1. 用户增长达成率102%；2. 新功能上线完成度85%；3. 需协调财务部处理第12期付款（截止日期：2023-12-15）。请于本周五前反馈意见。
normal	各位同事好，原定于12月5日的季度项目汇报会因系统升级调整至12月8日（周五）14:00-16:30，会议链接：https://company-meeting.com。请各组提前准备PPT至知识库【2023Q4】目录，散会。行政部
spam	尊敬的用户您好！您的账户已成功抽中100万奖金，请立即点击下方链接完成领奖流程：[领奖页面](https://fakeurl123.com)。本活动仅限24小时内有效，逾期将自动失效！🔥💰
spam	恭喜您成为幸运用户！点击下方链接立即领取奖金：https://shortlink123.com claimcode=SPAM2024 限时24小时，逾期失效！ （本邮件含3个外部链接，包含2处重复的【恭喜您】文案）
normal	各位同事好，根据公司年度计划，现就2023年第四季度团队绩效评估安排如下：1. 评估时间：2023年12月15日-12月20日 2. 评估方式：线上系统提交+部门负责人面谈 3. 需提交材料：工作总结报告（格式见附件）请提前准备好相关材料。如有疑问请联系人力资源部张经理（zhangming@example.com）。
spam	尊敬的用户，您的会员服务将于72小时内到期！点击下方链接免费续费并领取$50现金红包🧧：https://shortened.com/vip（注意：此链接含追踪参数）  额外福利：转发本邮件至3位好友可额外获得1年VIP权限！  警告：未及时操作可能导致账号永久冻结，请务必尽快处理！
normal	尊敬的客户，请查收附件中的2023Q3财务报表。主要数据如下：收入：¥2,875,400；成本：¥1,920,650；净利润：¥954,750。如有疑问请联系财务部张经理（zhangwm@company.com）。
spam	恭喜您成为幸运用户！点击下方链接立即领取现金红包：http://freebonus123.com?code=V7T9R  您的专属优惠码：FREE2023（有效期至2023-12-31）  重复内容：免费领取！免费领取！免费领取！
normal	各位同事好，项目组已完成第三阶段开发，关键节点如下： 1. 用户登录模块优化（响应时间缩短40%） 2. 新增API接口3个（文档见附件） 3. 下周三14:00召开进度评审会 附件：Q1-Project-Update.pdf
normal	尊敬的[张伟]先生，您的快递已从深圳分拨中心发出，物流单号：SF123456789。预计明天14:00前送达。如需查询物流轨迹，请访问：https://logistics.sf-express.com  如有任何问题，请联系客服400-800-1234（工作日9:00-18:00）
spam	尊敬的用户您好！您已被选中参与【2023年度幸运抽奖】，点击下方链接即可免费领取100元现金红包！  🔗【立即领取】https://shortened link.com  🔗【参与活动】https://another link.net  ⚠️温馨提示：活动仅限24小时内领取，逾期失效！
normal	各位同事，附件为2023年第三季度财务报表，会议时间定于10月18日（周三）14:00-16:00，地点在A栋3层会议室。请提前10分钟到场签到。如有疑问请联系财务部张经理（电话：138-1234-5678）。
spam	恭喜您获得本次抽奖资格！点击链接立即领取价值$5000的智能设备：http://fakeoffer.com/download  中奖名单将于24小时内公布，逾期视为放弃！  温馨提示：本邮件含3张诱导点击的图片，请勿随意转发。
spam	恭喜您获得巨额奖金！请立即点击链接完成领取流程：http://shortened.scam.com/claim?code=XYZ123。逾期未领取将自动扣除手续费！
normal	各位同事好，以下是第三季度项目进展情况： 1. 需求分析完成率92% 2. 前端开发进度达75%（详见附件文档） 3. 下一步计划：10月10日前完成UI终稿 会议时间：10月12日14:00 线上会议（腾讯会议号：ABC123）
normal	各位同事好，以下是本周项目进展： 1. 用户需求分析完成度95% 2. 开发团队已部署测试环境 3. 下周重点：完成支付模块联调 会议时间：11月8日 14:00 线下会议室B
normal	亲爱的员工：请于11月20日前登录OA系统下载最新版财务报告（附件已加密）。如有疑问请联系财务部张经理，电话：138-1234-5678。附件：Q3-Financial-Report-2023.pdf
normal	各位同事，2024年第一季度项目已完成研发阶段，测试团队已发现3处关键问题并完成修复。以下是详细进展报告： 1. 核心功能开发完成度98% 2. 用户界面优化方案已通过评审 3. 下一步计划：5月15日前完成压力测试 附件包含完整测试报告，请查收。
normal	各位同事好！根据项目组最新进展，第三阶段开发已完成85%的测试用例编写（详见附件文档），原定12月1日的用户内测将顺延至12月8日。请各部门于11月10日前提交本季度预算执行情况至财务部邮箱。会议安排：11月15日14:00-16:00 在B栋3层会议室召开进度协调会，请携带最新数据报表。
spam	恭喜您获得【幸运号码：8823】！立即访问http://freebonus.com完成注册即可领取1000元现金奖励。点击链接http://广告弹窗.com查看详细规则，每日前100名注册用户额外赠送VIP会员！
normal	各位同事请注意：根据集团审计计划，请各部门于2024年1月10日前将2023年度财务报表发送至财务部邮箱finance@company.com。具体要求详见附件《审计指引_v2.1.pdf》。
normal	各位同事：根据项目组最新进展，已完成需求分析（完成度92%），技术方案评审定于12月5日14:00在A3-205会议室。附件包含：1）API接口文档v2.1 2）风险预案更新版。请提前准备测试环境。
spam	尊敬的用户您好！您的账户将于24小时内到期，为感谢支持我们特别赠送500元现金红包（点击领取：https://shorturl.com/redpacket2023）。本活动仅限今日有效，未及时领取将视为自动放弃！
normal	各位同事好，以下是第三季度项目进展情况：1. 系统开发完成度95%；2. 测试阶段发现3个关键 bug；3. 下一步计划：12月28日进行全量回归测试。附件为详细甘特图。会议时间：2023-12-27 14:00（腾讯会议号：123456）
spam	尊敬的用户您好！您在2023年12月1日的抽奖活动中已成功获得10000元现金红包。请点击下方链接立即领取：http://shortenedlink.com?code=V3T5XK（链接已加密）。逾期未领取视为自动放弃，特此通知。
normal	各位同事好，以下是第三季度项目进展报告：1. 用户界面开发完成度95%；2. 测试环境部署完成；3. 下一步计划：12月10日进行全系统压力测试。附件为详细甘特图。感谢团队努力！
spam	您好！您已获得专属$500现金红包！点击链接立即领取：http://fake-gift.com?code=20231015  活动仅限24小时！错过再等一年！  重复内容：您的账户已升级VIP！享受全年免广告特权 http://fake-vip.com http://fake-promo.com
